episode,exp
0,2.354847674
20000,1.85771643
40000,1.607341074
60000,1.040520747
120000,0.5984868124
180000,0.487716921
240000,0.3314456194
300000,0.2615548995
360000,0.3430123588
420000,0.2837166378
480000,0.279729976
540000,0.2514256599
600000,0.2243127412
660000,0.2745154776
720000,0.2372729833
780000,0.2145873446
840000,0.2456762094
900000,0.2582785096
960000,0.2234580975
1000000,0.1987175169
