episode,exp
0,2.246657744
20000,2.041247201
40000,1.48111917
60000,1.163491104
120000,1.709053684
180000,1.020675294
240000,0.7904944079
300000,0.6353162973
360000,0.5541236748
420000,0.4431249763
480000,0.4464744436
540000,0.4117948773
600000,0.4018392979
660000,0.3545244664
720000,0.4123182869
780000,0.3844348328
840000,0.3879479101
900000,0.3575026434
960000,0.3378738972
