episode,exp
0,2.364269959
20000,5.138940787
40000,3.455407726
60000,2.268567306
120000,1.1833325
180000,0.7678638868
240000,0.5420855264
300000,0.4139535052
360000,0.3561732543
420000,0.3252748699
480000,0.3348033059
540000,0.3187600164
600000,0.2734640774
660000,0.2296053392
720000,0.2548671875
780000,0.2181007631
840000,0.2378843863
900000,0.2531138555
960000,0.2580946467
1000000,0.2166138618
