episode,exp
0,2.373611111
20000,3.999960871
40000,7.038931538
60000,2.956528849
120000,0.6416488266
180000,0.4057821702
240000,0.2936582976
300000,0.2661487541
360000,0.2458693567
420000,0.2080194229
480000,0.1937012309
540000,0.1725723128
600000,0.1905540272
660000,0.1768210991
720000,0.1517742631
780000,0.1560160365
840000,0.1799573473
900000,0.1356366777
960000,0.1312579716
