episode,exp
0,0.4683097768
20000,0.8332856695
40000,0.2112623579
60000,0.191373659
120000,0.1022117137
180000,0.05892623764
240000,0.01820042336
300000,0.02029038329
360000,0.01998200155
420000,0.02085488719
480000,0.01679496126
540000,0.01479883
600000,0.0174312071
660000,0.01836394055
720000,0.0238863681
780000,0.01991064639
840000,0.009019541302
900000,0.01561598367
960000,0.01700775921
1000000,0.01730416036
