episode,exp
0,2.373611111
20000,2.31931372
40000,2.301992191
60000,1.069337456
120000,0.5716389562
180000,0.4487904965
240000,0.3146866777
300000,0.3097323237
360000,0.2983366513
420000,0.2422667284
480000,0.2305234696
540000,0.2166206604
600000,0.1797401943
660000,0.1484714535
720000,0.1744234632
780000,0.1702653549
840000,0.1583343162
900000,0.1650620856
960000,0.1752307369
