episode,exp
0,2.373611111
20000,2.786596011
40000,2.965994416
60000,2.149970549
120000,0.8420058975
180000,0.470348799
240000,0.3314573494
300000,0.3223474627
360000,0.2717922698
420000,0.229204837
480000,0.25084314
540000,0.2410216912
600000,0.2268076277
660000,0.2027851732
720000,0.1972824777
780000,0.1820057163
840000,0.1730447213
900000,0.1796244689
960000,0.1398456488
