variant,floor,drift,kl_late,kl_drift
base_ds20,0.26389750845333276,0.1621709060765686,0.00025336414373372144,5.185788001008202e-05
replay_ds20,0.39938884745817815,0.32272504406389374,0.00017352569596939654,-1.0421486547629321e-05
base_ds80,0.2430940827323613,0.06785855979655395,7.681012421903143e-05,-1.2246135280732489e-05
replay_ds80,0.3211296315239683,-0.03346972186384889,0.00038697694613206563,-1.4636853728495179e-05
