alg,episode,nc_last
lam05_frz_400k,1,4.763230500288675
lam05_frz_400k,4000,1.4744898814240275
lam05_frz_400k,8000,1.4252675533975183
lam05_frz_400k,12000,1.4528360754369583
lam05_frz_400k,16000,1.6330467425376392
lam05_frz_400k,20000,1.7618425626972969
lam05_frz_400k,24000,1.6339047772322484
lam05_frz_400k,28000,1.854053142556104
lam05_frz_400k,32000,1.5864838042280416
lam05_frz_400k,36000,1.7046043370017945
lam05_frz_400k,40000,1.6416281586061032
lam05_frz_400k,44000,1.7990533817610452
lam05_frz_400k,48000,1.7746972371268084
lam05_frz_400k,52000,1.8774212392524117
lam05_frz_400k,56000,1.4506081629447352
lam05_frz_400k,60000,1.3955789276983002
lam05_frz_400k,64000,1.2362729369779801
lam05_frz_400k,68000,1.3118812919705078
lam05_frz_400k,72000,1.277759240695264
lam05_frz_400k,76000,1.0313920734425897
lam05_frz_400k,80000,1.027029950752528
lam05_frz_400k,84000,1.0108932246720048
lam05_frz_400k,88000,1.030629330005505
lam05_frz_400k,92000,1.0510591771282713
lam05_frz_400k,96000,1.0825632770143323
lam05_frz_400k,100000,1.307435058206508
lam05_frz_400k,104000,1.2008600451183313
lam05_frz_400k,108000,1.2110403131977856
lam05_frz_400k,112000,1.4588370257319934
lam05_frz_400k,116000,1.6225661348528644
lam05_frz_400k,120000,1.1594157791886144
lam05_frz_400k,124000,1.086475001973796
lam05_frz_400k,128000,1.3244319049792161
lam05_frz_400k,132000,1.4518663101758467
lam05_frz_400k,136000,1.4550934333575
lam05_frz_400k,140000,1.840088301953207
lam05_frz_400k,144000,1.580510794491071
lam05_frz_400k,148000,1.563241863055206
lam05_frz_400k,152000,1.2082725421872678
lam05_frz_400k,156000,1.0462192439054412
lam05_frz_400k,160000,1.1711526132596128
lam05_frz_400k,164000,1.2647325796540705
lam05_frz_400k,168000,1.2274537311370608
lam05_frz_400k,172000,1.0425628892364822
lam05_frz_400k,176000,0.9893748013214836
lam05_frz_400k,180000,1.1679787586179704
lam05_frz_400k,184000,1.3102372321604667
lam05_frz_400k,188000,1.5702851977273697
lam05_frz_400k,192000,1.3862507416399814
lam05_frz_400k,196000,1.2327420619905816
lam05_frz_400k,200000,1.4199851580695182
lam05_frz_400k,204000,1.5643017669076933
lam05_frz_400k,208000,1.4677051471550282
lam05_frz_400k,212000,1.4643867973855567
lam05_frz_400k,216000,1.4599367827566736
lam05_frz_400k,220000,1.3269731929362352
lam05_frz_400k,224000,1.2600226822082123
lam05_frz_400k,228000,1.278171460393156
lam05_frz_400k,232000,1.131637080347782
lam05_frz_400k,236000,1.1933082108570454
lam05_frz_400k,240000,1.32146867604345
lam05_frz_400k,244000,1.2948267224274446
lam05_frz_400k,248000,1.361329451846458
lam05_frz_400k,252000,1.6732692831141476
lam05_frz_400k,256000,1.6551835213470065
lam05_frz_400k,260000,1.680670596288529
lam05_frz_400k,264000,1.6941653738580134
lam05_frz_400k,268000,1.8350473567100034
lam05_frz_400k,272000,1.9299013938888054
lam05_frz_400k,276000,1.9847601735906562
lam05_frz_400k,280000,1.883720893640346
lam05_frz_400k,284000,2.0113477197013396
lam05_frz_400k,288000,2.190365043823537
lam05_frz_400k,292000,2.1928029659686006
lam05_frz_400k,296000,1.9932694782268072
lam05_frz_400k,300000,2.0318216915654874
lam05_frz_400k,304000,2.0190670178784624
lam05_frz_400k,308000,1.8388467713542482
lam05_frz_400k,312000,1.7257600926599552
lam05_frz_400k,316000,1.6031296445062193
lam05_frz_400k,320000,1.412133314062793
lam05_frz_400k,324000,1.2286893576934317
lam05_frz_400k,328000,1.1860752960115983
lam05_frz_400k,332000,1.0864604174886594
lam05_frz_400k,336000,0.9887734065610343
lam05_frz_400k,340000,0.9268268672790606
lam05_frz_400k,344000,0.921826196272759
lam05_frz_400k,348000,0.8860584343873378
lam05_frz_400k,352000,0.8563292407391815
lam05_frz_400k,356000,0.7763966984227386
lam05_frz_400k,360000,0.8014428918674379
lam05_frz_400k,364000,0.7226026387312469
lam05_frz_400k,368000,0.6915586072589548
lam05_frz_400k,372000,0.669892779275538
lam05_frz_400k,376000,0.7052821459412797
lam05_frz_400k,380000,0.7181604788570272
lam05_frz_400k,384000,0.6759867442820194
lam05_frz_400k,388000,0.6899482404190043
lam05_frz_400k,392000,0.6450914729316973
lam05_frz_400k,396000,0.6493344604512579
lam05_frz_400k,400000,0.7021886930077861
