episode,nc_last
1,0.89518386
2000,0.27740824
4000,0.27444214
6000,0.08116375
8000,0.21442008
10000,0.20909727
12000,0.3495469
14000,0.37111473
16000,0.41249895
18000,0.33489525
20000,0.18591693
22000,0.16300687
24000,0.18988326
26000,0.16583434
28000,0.18106319
30000,0.15865791
32000,0.16003521
34000,0.16167666
36000,0.16238381
38000,0.16055557
40000,0.16136332
42000,0.16031452
44000,0.15975715
46000,0.36196953
48000,0.35876375
50000,0.416507
52000,0.31115854
54000,0.39445418
56000,0.3753513
58000,0.416569
60000,0.44071412
62000,0.24038494
64000,0.2742543
66000,0.33983088
68000,0.35202587
70000,0.32209522
72000,0.3821274
74000,0.3005883
76000,0.25318503
78000,0.27589527
80000,0.27365527
82000,0.2806052
84000,0.26089787
86000,0.26795942
88000,0.25561243
90000,0.1717783
92000,0.1906293
94000,0.13514808
96000,0.11538169
98000,0.1297897
100000,0.13605474
102000,0.0910489
104000,0.08051902
106000,0.037941158
108000,0.061147436
110000,0.08644153
112000,0.072260424
114000,0.058738366
116000,0.051145136
118000,0.018882021
120000,0.018780097
122000,0.033645317
124000,0.043482438
126000,0.037031457
128000,0.06685081
130000,0.088795066
132000,0.051970646
134000,0.050002277
136000,0.07324852
138000,0.06929572
140000,0.041931644
142000,0.03356521
144000,0.026264355
146000,0.019592866
148000,0.018514574
150000,0.0183447
152000,0.017418012
154000,0.017132565
156000,0.05604948
158000,0.060264587
160000,0.034564093
162000,0.07513517
164000,0.05512193
166000,0.039786875
168000,0.040088266
170000,0.03190112
172000,0.021184236
174000,0.044340387
176000,0.048070073
178000,0.041929558
180000,0.016749024
182000,0.014653251
184000,0.059806332
186000,0.02565147
188000,0.02695778
190000,0.020610332
192000,0.017696708
194000,0.025175065
196000,0.06159213
198000,0.063644916
200000,0.021934196
202000,0.035570398
204000,0.076989144
206000,0.072060004
208000,0.023742467
210000,0.019973308
212000,0.060336784
214000,0.0729831
216000,0.018065631
218000,0.016093716
220000,0.015816405
222000,0.016111568
224000,0.017800033
226000,0.020407766
228000,0.018107176
230000,0.01920186
232000,0.019146293
234000,0.02449347
236000,0.014749244
238000,0.014755189
240000,0.014753252
242000,0.017383873
244000,0.024819553
246000,0.018028647
248000,0.017141402
250000,0.016886443
252000,0.016282171
254000,0.015259221
256000,0.02765061
258000,0.027448341
260000,0.016633734
262000,0.01973465
264000,0.018398553
266000,0.018294767
268000,0.017816782
270000,0.017439052
272000,0.01838684
274000,0.017101273
276000,0.017732441
278000,0.01933287
280000,0.021169707
282000,0.020528749
284000,0.02108872
286000,0.02057533
288000,0.030173019
290000,0.024922207
292000,0.02438888
294000,0.03680803
296000,0.02422452
298000,0.035418406
300000,0.027733698
302000,0.029641598
304000,0.018823057
306000,0.018406302
308000,0.018110052
310000,0.018682688
312000,0.019076824
314000,0.019324213
316000,0.018621027
318000,0.03177838
320000,0.017689824
322000,0.018367171
324000,0.01911807
326000,0.028979838
328000,0.021463454
330000,0.020578623
332000,0.021218732
334000,0.020331025
336000,0.020540103
338000,0.021039352
340000,0.02103734
342000,0.02177687
344000,0.022479102
346000,0.021267459
348000,0.020407632
350000,0.021208346
352000,0.02073276
354000,0.03279023
356000,0.04546888
358000,0.020981729
360000,0.020125762
362000,0.019592106
364000,0.018906891
366000,0.019294888
368000,0.019649625
370000,0.020000294
372000,0.023628756
374000,0.040876403
376000,0.05167173
378000,0.08362763
380000,0.082280695
382000,0.088798866
384000,0.09747806
386000,0.10233401
388000,0.09477042
390000,0.08813472
392000,0.0926642
394000,0.084430575
396000,0.057800785
398000,0.056759432
400000,0.047587916
