episode,eta,kl_fit,interference_l1,q_rmse
64,0.5,0.0006610422056278017,0.08272188087388621,6.078489
128,0.5,0.000372022618502078,0.12162024402512914,5.2819147
192,0.5,0.00041933051185109296,0.09235053679868245,5.06429
256,0.5,0.00015926292640654275,0.08515156398824208,4.726869
320,0.5,0.00020417765715965695,0.10366384398478729,4.7094955
384,0.5,0.00024012246054582416,0.11261015829112794,4.9334197
448,0.5,0.0001784465089976469,0.06647575595033117,4.916254
512,0.5,0.0001629761640195561,0.08542327239588879,4.8944097
576,0.5,0.00018631846510938236,0.08245625322891606,5.2810326
640,0.5,0.0002671997363821984,0.07530766347976955,5.027097
704,0.5,0.0002068661052608005,0.06671464027629959,4.9634132
768,0.5,0.0002756330181163416,0.08090268603075144,4.585163
832,0.5,0.000162924194418297,0.07039926773383877,4.6077185
896,0.5,0.00014560572105892788,0.0734755844834061,4.6500144
960,0.5,0.0003042508576722217,0.06906635829871265,4.728505
1024,0.5,0.0002235861034095583,0.06735609202128318,4.7541647
1088,0.5,0.00023179329742989093,0.07457603904079985,4.7329106
1152,0.5,0.00021047675651008856,0.06312559211263051,4.5948553
1216,0.5,0.0002018949162447825,0.06997459279299872,4.7521496
1280,0.5,0.00018395514352425167,0.07028580990313045,4.849037
1344,0.5,0.0002693580663832632,0.05771859163903387,4.757681
1408,0.5,0.0002729054059063156,0.06108902112242553,4.7449827
1472,0.5,0.00020667701101046988,0.05842408189473144,4.821284
1536,0.5,0.00023198625202649199,0.05946758010450544,4.791359
1600,0.5,0.0002912131577349183,0.08372535118869892,4.7655306
1664,0.5,0.00039556089827480414,0.06493479459073194,4.7473884
1728,0.5,0.00011801629170804517,0.05414443569082193,4.915508
1792,0.5,0.00013844401403349043,0.06705599609480149,4.764154
1856,0.5,0.00015611739672749536,0.05524939087678961,4.7655067
1920,0.5,0.00018879862839258426,0.04907205336355291,4.762595
1984,0.5,0.00021340034927833137,0.05758352322718318,4.7352858
2048,0.5,0.00024247398732068877,0.06765346817391395,2.3584182
2112,0.5,0.00013396906507024827,0.0468149561129394,2.1546347
2176,0.5,9.380111151219366e-05,0.036127411562984185,2.1114674
2240,0.5,0.00013140757699956238,0.03725560963603332,2.1719763
2304,0.5,0.00013290923475177543,0.043689986279135326,2.1553502
2368,0.5,0.00018448890621994637,0.04186226044386224,2.2600098
2432,0.5,0.00024372653939990106,0.05312848383741706,2.130301
2496,0.5,8.111494640036034e-05,0.04564490581695232,2.1691952
2560,0.5,0.00013556391101755092,0.04222649433306122,2.1558397
2624,0.5,0.0001395666291423816,0.04724763965299443,2.1025605
2688,0.5,0.00011339634670898354,0.03836838216148157,2.205786
2752,0.5,0.0001456843996150554,0.03888660591081582,2.167743
2816,0.5,0.0001657277271078783,0.0403223669170024,2.1803222
2880,0.5,0.0001241516774947134,0.03265753630772374,2.134484
2944,0.5,0.00022114447320220767,0.03824406513193587,2.2303293
3008,0.5,0.00015527793381831567,0.03923023021450709,2.2023532
3072,0.5,0.0001277641657417497,0.04690249047771145,2.2650418
3136,0.5,9.91703315498776e-05,0.03498408807917651,2.3593915
3200,0.5,0.0001724872576457142,0.038866859066194255,2.1886299
3264,0.5,9.251090235675436e-05,0.03767229270746106,2.2696414
3328,0.5,9.702222143040181e-05,0.027479341562024265,2.2890387
3392,0.5,4.8905924683952306e-05,0.02874133967388237,2.299636
3456,0.5,0.00011110321870098271,0.02669327602618282,2.2310452
3520,0.5,0.00021265938188056073,0.042774574565954904,2.233649
3584,0.5,0.0001757189796466862,0.02987422323030207,2.1976328
3648,0.5,9.921099128926952e-05,0.03212049021372795,2.0832522
3712,0.5,0.00011231479275748652,0.03611005882193894,2.1941223
3776,0.5,0.00015408022008351078,0.03958952650443177,2.1602666
3840,0.5,0.00014131955399501538,0.026883642696544925,2.1177018
3904,0.5,6.540420690726023e-05,0.026714884523410382,2.1313224
3968,0.5,7.09073742070489e-05,0.02662296168798986,2.1236815
4032,0.5,0.00010393276349212601,0.028635659915093977,1.5362424
4096,0.5,9.737510042344054e-05,0.034451149273133835,1.5448939
4160,0.5,0.00016332080275484865,0.02264856613778071,1.515827
4224,0.5,0.00014351933487609535,0.028366737367999002,1.2154422
4288,0.5,9.44012538709033e-05,0.03721879222402474,1.2658606
4352,0.5,0.00025273578358685293,0.032961119423891266,1.3525307
4416,0.5,8.220250912671645e-05,0.0287279523337978,1.1557763
4480,0.5,0.00017415220084634106,0.0386139984571272,1.138027
4544,0.5,6.421514579395026e-05,0.026298589376172417,0.9837282
4608,0.5,4.612695519386056e-05,0.02615125558045848,1.0775028
4672,0.5,4.234855861376183e-05,0.018644785228942733,1.0801697
4736,0.5,0.0001283431135984564,0.030824702086525903,1.1287346
4800,0.5,0.00013143271175652314,0.023441853476273904,1.0281063
4864,0.5,9.659047745420442e-05,0.018342276643769157,1.0254515
4928,0.5,6.562945490203088e-05,0.0199494213821058,0.92469174
4992,0.5,5.6865424845772107e-05,0.024661268558662748,1.0013499
5056,0.5,5.9915700794297136e-05,0.02104721675302387,0.97943366
5120,0.5,5.800292017768504e-05,0.021761809311434937,0.97860855
5184,0.5,0.0001067747733498903,0.028264990851847673,0.9743338
5248,0.5,9.084679865938799e-05,0.02108880738732579,1.1054844
5312,0.5,0.0002898749670401613,0.020304392102966116,1.0305973
5376,0.5,3.233841611205435e-05,0.017925387247690137,0.9200551
5440,0.5,8.749435557027547e-05,0.022579619241432612,0.93462354
