episode,eta,kl_fit,interference_l1,q_rmse
16,0.5,0.0005266039360625048,0.08730859858121058,6.5429893
32,0.5,5.605388287222013e-05,0.06013836543586917,6.0882764
48,0.5,0.00015508790914152217,0.11013520807027817,6.2879233
64,0.5,0.00010769509499368724,0.07767942186389397,6.195209
80,0.5,0.00018421724720004326,0.1111685729049372,5.8723035
96,0.5,0.00017615123154731313,0.06083128290871779,5.747471
112,0.5,0.00016197597775000918,0.09562596442564479,5.8613167
128,0.5,0.0002754825855893279,0.12083995979293129,5.8182077
144,0.5,7.855884312583064e-05,0.09739714015946077,6.034466
160,0.5,8.048254214069554e-05,0.09510846864996535,6.0960307
176,0.5,0.00012020799420917264,0.0690113776825539,5.971393
192,0.5,0.0001273798102158166,0.053169520976447435,6.1889253
208,0.5,0.00017994614851583415,0.04840613198889927,5.561299
224,0.5,0.00020913660811292458,0.07243986388948893,5.272335
240,0.5,9.392099021473162e-05,0.059441593567360985,5.240569
256,0.5,0.00011650020256638527,0.05600587806590043,5.110739
272,0.5,0.00010642247294666819,0.07349167731483928,5.059003
288,0.5,0.0008162784201669551,0.0700846156907662,4.9677267
304,0.5,0.00014363046251343224,0.06770007344508978,4.981517
320,0.5,0.00017759233014658093,0.0612656261269631,5.0168023
336,0.5,0.0001514891535572877,0.0680703626686525,4.903548
352,0.5,0.00011513650800528315,0.05959877705511948,4.808975
368,0.5,0.00013746891393869495,0.0629276340919067,4.8071165
384,0.5,0.00046373828081414104,0.06448574171218117,4.681975
400,0.5,0.00028168605158812013,0.09791901430769546,4.784268
416,0.5,0.0002690227575721624,0.058031393977690415,4.758798
432,0.5,0.00015758853017662963,0.08802865995382962,4.7138786
448,0.5,0.00015654350448000644,0.06628214809327171,4.7955823
464,0.5,0.00014846562855662062,0.08658838778990142,4.680031
480,0.5,0.00010858427245134058,0.06982202278556772,4.6576715
496,0.5,0.0001895695862073738,0.07255728170364555,4.716267
512,0.5,0.00018120293027785574,0.060531952499293336,4.801138
528,0.5,0.00020788906216954013,0.07231327636892763,4.906949
544,0.5,0.0001278529983630086,0.0855650550211275,4.805521
560,0.5,0.0006601733281854649,0.0689021678294921,4.7137485
576,0.5,0.00024966767852029374,0.06568864155320654,4.762802
592,0.5,0.0001848200311845479,0.07412297373275226,4.5381064
608,0.5,0.00023840548679540267,0.07521012583137444,4.4905977
624,0.5,0.00017678678887023125,0.07850906735411352,4.320607
640,0.5,6.119604710731532e-05,0.05564775967755836,4.3247843
656,0.5,0.0001749594219425624,0.0687019882984174,4.7414484
672,0.5,0.00014819276319550618,0.07371788060901543,4.8176727
688,0.5,0.00011054620816139504,0.04878023377010606,4.6534986
704,0.5,0.00022201083071801502,0.05629307168442034,4.7811503
720,0.5,0.0003277512130745012,0.06363503701452698,4.6631093
736,0.5,0.00014302401337772607,0.06802051675598006,4.674859
752,0.5,0.0002679080353118479,0.07994585327505496,4.565209
768,0.5,0.00015756766351255317,0.06498990201931229,4.576506
784,0.5,0.00013512022390690012,0.061364101338602435,4.6241503
800,0.5,0.00012937969189475882,0.07476022634812791,4.745622
816,0.5,0.00024367794958379818,0.07335862848412944,4.5670757
832,0.5,0.0003912529503265562,0.08160759239421728,4.668533
848,0.5,0.00027480092607080366,0.08224820162930334,4.8175473
864,0.5,0.0007055619983778646,0.05524887748704421,4.8548098
880,0.5,0.0002038581410686121,0.051611071703340505,4.831676
896,0.5,0.00023999891991186286,0.07425383931482918,4.7551236
912,0.5,0.00012270747174625285,0.061292696113361377,4.7822967
928,0.5,0.0006176621547918051,0.0963782831468399,4.924092
944,0.5,9.619556600227952e-05,0.04491607312959824,4.8659515
960,0.5,0.000198638742194117,0.05808849209745837,4.9883156
976,0.5,0.00043251056698724057,0.0996266477902372,4.8622875
992,0.5,0.00024343410916992947,0.07053157904852624,4.936792
1008,0.5,0.00022246092807368508,0.08748836472323791,4.989433
1024,0.5,0.0004605128299524288,0.0380027002887308,4.926342
1040,0.5,0.0001420127581955707,0.05119603550671085,4.94035
1056,0.5,0.00044701738936613435,0.050850029413727585,4.9121075
1072,0.5,3.910639066749287e-05,0.02723972033160106,5.0695963
1088,0.5,0.00017912104602954868,0.0722805757281533,4.9726586
1104,0.5,0.0001373185713701191,0.06399733706528135,4.869005
1120,0.5,0.00023809984012394014,0.08409477718075732,4.8559294
1136,0.5,0.00011529008014576902,0.05617768629863917,4.813961
1152,0.5,0.00011017715150956065,0.06099971780634685,4.694183
1168,0.5,0.00012016232254349493,0.04091341527438579,4.69595
1184,0.5,0.00047211658804573945,0.05741952255304004,4.664275
1200,0.5,0.00017268003228729448,0.053379360619341,4.628747
1216,0.5,9.766879016891695e-05,0.07306939087343138,4.6670713
1232,0.5,0.0003352778334634162,0.0804602057320433,4.611823
1248,0.5,0.00021082831490612416,0.06909224630789108,4.495234
1264,0.5,9.450283396290615e-05,0.04904343431936373,4.5198736
1280,0.5,0.00017561444954480976,0.05047722070350864,4.4750304
1296,0.5,8.703910078530988e-05,0.04175964792878105,4.4836893
1312,0.5,0.000131023871492491,0.056743679676000636,4.4307737
1328,0.5,0.00021834503814506417,0.08154493919584832,4.3889775
1344,0.5,0.0002341945769528494,0.03822725651322267,4.4036894
1360,0.5,0.00028079507782504976,0.0678013492595751,4.4501247
1376,0.5,0.0001450624494325547,0.052690826963558306,4.4233637
1392,0.5,0.0001166851970992866,0.057977359444979594,4.396831
1408,0.5,0.00020896269027919818,0.07674922937298981,4.3735027
1424,0.5,8.116564561572412e-05,0.03623181717219885,4.386613
1440,0.5,0.0001874588166780692,0.06497564282725825,4.493403
1456,0.5,0.00015277919766958802,0.06048857010197171,4.56796
1472,0.5,0.00010948179449230709,0.04266061768087628,4.525488
1488,0.5,0.00010015046024948658,0.06231044620256468,4.488928
1504,0.5,0.00010419167315207974,0.05488685811420419,4.4237776
1520,0.5,0.00010670185908496093,0.04586684008600823,4.4492636
1536,0.5,0.0003262950991958623,0.056831300747910304,4.5335617
1552,0.5,0.000344325463174755,0.06595386864739794,4.648842
1568,0.5,0.00016940627773735849,0.03487610970262991,4.6950746
1584,0.5,0.0001246147626911157,0.056712077586192976,4.790217
1600,0.5,0.00020183646120131016,0.06917863969749845,4.977397
1616,0.5,0.0003696634650825419,0.08716251287096453,4.8721566
1632,0.5,0.00018773529938278862,0.05461662581032881,4.950425
1648,0.5,0.00021046636390598938,0.06458016473836073,4.8716593
1664,0.5,0.00011829413356930932,0.07204870004727582,4.8028426
1680,0.5,0.00040909225746240145,0.05649613800841902,4.790992
1696,0.5,0.00019323859285375674,0.05633327050413423,4.7599826
