episode,nc_last
1,4.7632303
4000,1.910073
8000,1.3960257
12000,1.3165781
16000,1.2080302
20000,1.230006
24000,1.348238
28000,1.4362192
32000,1.4989375
36000,1.502951
40000,1.2752144
44000,1.3198149
48000,1.1091181
52000,1.1703005
56000,1.2586551
60000,1.2455634
64000,1.1177711
68000,1.1903867
72000,1.4710879
76000,1.4757675
80000,1.436274
84000,1.4661932
88000,1.356483
92000,1.4693508
96000,1.4296333
100000,1.5206859
104000,1.5761385
108000,1.6684401
112000,1.783494
116000,1.823478
120000,1.8143797
124000,1.7960589
128000,1.8378136
132000,1.9821053
136000,1.9996457
140000,2.092331
144000,2.0795543
148000,2.1460998
152000,2.0733976
156000,2.0526474
160000,2.0878425
164000,1.9103987
168000,1.8391986
172000,1.6031296
176000,1.4740705
180000,1.4210544
184000,1.2896323
188000,1.3674299
192000,1.3704994
196000,1.3823054
200000,1.4125396
204000,1.3696953
208000,1.3894464
212000,1.2964702
216000,1.245471
220000,1.231267
224000,1.223841
228000,1.2103009
232000,1.1831753
236000,1.1707358
240000,1.1444595
244000,1.216229
248000,1.2248843
252000,1.167963
256000,1.1801023
260000,1.1948261
264000,1.212312
268000,1.1735513
272000,1.1838235
276000,1.1298679
280000,1.1291653
284000,1.1409109
288000,1.1894821
292000,1.1690478
296000,1.1306236
300000,1.1212542
304000,1.0689168
308000,1.1584361
312000,1.2006578
316000,1.2805595
320000,1.222714
324000,1.4168856
328000,1.4433844
332000,1.4454689
336000,1.6202126
340000,1.657714
344000,1.6733514
348000,1.558268
352000,1.475449
356000,1.4186391
360000,1.3060672
364000,1.3301387
368000,1.4727768
372000,1.4710256
376000,1.4191272
380000,1.4147857
384000,1.387758
388000,1.53334
392000,1.597202
396000,1.6335418
400000,1.5133682
