alg,episode,nc_last
lam075,1,1.7033914140270863
lam075,2000,1.6319918414779488
lam075,4000,1.1172113283428715
lam075,6000,1.0917120903111035
lam075,8000,1.116014088171491
lam075,10000,0.9691955092568141
lam075,12000,0.7026145654339828
lam075,14000,0.7446694787562136
lam075,16000,0.5408122000007045
lam075,18000,0.5544673714364046
lam075,20000,0.6673852088778185
lam075,22000,0.7271089779421942
lam075,24000,0.6162800416157772
lam075,26000,0.5688688443405567
lam075,28000,0.5858396746536833
lam075,30000,0.38901371390066997
lam075,32000,0.479064985506196
lam075,34000,0.39352604175539285
lam075,36000,0.3970480450145947
lam075,38000,0.4687730399493609
lam075,40000,0.4602709531701777
lam075,42000,0.3868230313779395
lam075,44000,0.35303434495018293
lam075,46000,0.3529389464539851
lam075,48000,0.5921424759158502
lam075,50000,0.5849438064552446
lam075,52000,0.6458510736051191
lam075,54000,0.6538237329491798
lam075,56000,0.5990741171943392
lam075,58000,0.5969380767050547
lam075,60000,0.5808826371231046
lam075,62000,0.6612910242369128
lam075,64000,0.5814600843876232
lam075,66000,0.5861962295904476
lam075,68000,0.6206598500525747
lam075,70000,0.6051220666382581
lam075,72000,0.5749475834532347
lam075,74000,0.5932940851729954
lam075,76000,0.5524683191104318
lam075,78000,0.5334074994753242
lam075,80000,0.5376368080570244
lam075,82000,0.6142280562219643
lam075,84000,0.5507765475907769
lam075,86000,0.701815340588516
lam075,88000,0.6672509577921888
lam075,90000,0.6062028206999055
lam075,92000,0.6073669384767779
lam075,94000,0.5928375533669181
lam075,96000,0.5146137132837386
lam075,98000,0.5659027771991634
lam075,100000,0.47485896786563475
