episode,eta,kl_fit,interference_l1,q_rmse
64,0.5,0.000981812568610504,0.08092591014847292,6.061247
128,0.5,0.0010023985255497453,0.12864361163987292,5.113759
192,0.5,0.0003407866873506767,0.09836945009597561,4.8982906
256,0.5,0.00047554393165261935,0.08113241784720339,4.9006844
320,0.5,0.00046051821407181993,0.12210981968376372,4.81712
384,0.5,0.0006814921766817861,0.09941158220837158,5.187247
448,0.5,0.0004964719229887816,0.08806724111239116,4.881462
512,0.5,0.00029670383896623437,0.08060174720060878,4.9116883
576,0.5,0.000297786985439333,0.08797149058129336,5.284126
640,0.5,0.00026458378063029493,0.0704702169651569,5.4539056
704,0.5,0.00018866538220439663,0.06275976953998512,5.266426
768,0.5,0.0001949794898056808,0.07337590780672293,5.2229905
832,0.5,0.0001563906324528424,0.0732015290732185,5.17907
896,0.5,0.000138505340354251,0.07167889650509514,5.0688167
960,0.5,0.0005600517956606512,0.06438711001281414,5.0117707
1024,0.5,0.0002029759935491408,0.05659359027555064,4.9305773
1088,0.5,0.0002980482411756482,0.07135374812468033,5.101541
1152,0.5,0.00013253211509436368,0.0554006432372066,4.9781795
1216,0.5,0.00019109748962733462,0.056873736705590615,4.966129
1280,0.5,0.00015582279728175395,0.06098185058305065,4.962218
1344,0.5,0.0002608949199314408,0.057596459326876175,4.9493947
1408,0.5,0.0003855458532031491,0.044780694727793065,4.8705106
1472,0.5,0.00017138029332009722,0.06123116254577947,4.8786077
1536,0.5,0.00013789250225449022,0.05657470502280388,4.878529
1600,0.5,0.00017185028330211273,0.06609311513882957,4.8687377
1664,0.5,0.00029927025552488107,0.0616852344582056,4.8459206
1728,0.5,0.00018987872606195542,0.04800296259891974,4.83768
1792,0.5,0.00017676129021404856,0.07224091076056895,4.8933578
1856,0.5,0.00026606318667920554,0.0577768890277588,4.872877
1920,0.5,0.00017260229600344221,0.05190367818622815,4.8308992
1984,0.5,0.00019591796495100984,0.06365662581277733,4.8800163
2048,0.5,0.0003781457232637169,0.05461619289498129,4.895327
2112,0.5,0.00019562354719937503,0.06301670213646762,4.9434037
2176,0.5,0.00031550418778256004,0.06662647451108603,4.9297276
2240,0.5,0.0002995302573359315,0.058710534585745884,4.9006486
2304,0.5,0.00028645051755190183,0.05754782422708367,4.913949
2368,0.5,0.0001873407644239521,0.04276250142434805,4.8941035
2432,0.5,0.0008823021363335048,0.0949623862076144,4.947631
2496,0.5,0.0002954132735916872,0.05496662991360168,4.9562855
2560,0.5,0.00019010459377189666,0.05713184069920891,4.9863443
2624,0.5,0.00028111662633619584,0.054800257173244674,4.954327
2688,0.5,0.000300450857236813,0.06345192359430865,4.8883195
2752,0.5,0.00014788311510588367,0.06187749833002733,4.9403844
2816,0.5,0.0002589271448869113,0.05434853890851252,4.9240575
2880,0.5,0.00016396701592371856,0.047581454960783906,4.9284015
2944,0.5,0.00021055276239556926,0.036822289293288804,4.9085045
3008,0.5,0.00028933479028070565,0.04790572194577749,4.9362645
3072,0.5,0.00020846077029545995,0.05010842121759685,4.971814
3136,0.5,0.0002552203026513982,0.08363243283725262,4.9273634
3200,0.5,0.00025744866054750116,0.05326540595161493,4.872657
3264,0.5,0.0004521937811432508,0.059138671101564184,4.83026
3328,0.5,0.0001754614674857955,0.05548033775265665,4.7971168
3392,0.5,0.00017006279055920004,0.04501872783599481,4.812581
3456,0.5,0.00031599795636819334,0.061366229582317786,4.7752886
3520,0.5,0.0003225968012238677,0.05926120357620464,5.0013113
3584,0.5,0.00030363812606992724,0.050894292383087875,4.9113646
3648,0.5,0.00041191364567794153,0.05513597934369484,4.873165
3712,0.5,0.00021832016199234622,0.04694826280942654,4.825698
3776,0.5,0.00053615921921543,0.06495454003836446,4.8767414
3840,0.5,0.0005953755946111542,0.0639127030659639,4.847594
3904,0.5,0.0003532495237387983,0.054600161137854014,4.834028
3968,0.5,0.0003293563764970031,0.060846346608010596,4.8355536
4032,0.5,0.00017614416500446312,0.04812892720984463,4.836022
4096,0.5,0.00027855090355147054,0.05853941411658277,4.8624444
4160,0.5,0.0005832352994409927,0.07060202210637802,4.7691717
4224,0.5,0.00027639070795906014,0.06619581121552212,4.855948
4288,0.5,0.000287989800934855,0.06385568275857527,4.8977284
4352,0.5,0.00020555853987761193,0.05326521440721646,4.8789606
4416,0.5,0.0003926924231769001,0.0599757616029677,4.852104
4480,0.5,0.0001886427120157872,0.05641595655541272,4.8254557
4544,0.5,0.0009379820696469526,0.06535190209386967,4.755725
4608,0.5,0.0002615085501494595,0.05002318418770741,4.763549
4672,0.5,0.0006396634415658489,0.05562026747675488,4.7465386
4736,0.5,0.00030581830080073384,0.050576299163238664,4.7649226
4800,0.5,0.00018667663661129635,0.072445358994816,4.773882
4864,0.5,0.0002701164436495254,0.04776867408985904,4.774215
4928,0.5,0.0002883668556409846,0.06910199380813643,4.748165
4992,0.5,0.000218452922614444,0.045726174689344305,4.730089
