eta,floor,drift
1.0,0.27455352231239283,-0.0156568140594448
0.5,0.3050192548997088,-0.06304826185797618
0.25,0.25703534699274394,0.08805780971018501
0.125,0.26389750845333276,0.1621709060765686
0.0625,0.058106658167743734,-0.04414659230458479
