episode,nc_last
1,4.777759
4000,2.6410685
8000,2.7843378
12000,2.4008546
16000,2.8519845
20000,1.6785998
24000,1.4436121
28000,1.4022138
32000,1.5758157
36000,1.1426399
40000,1.1835573
44000,1.2824984
48000,1.353709
52000,1.1434685
56000,1.2877457
60000,0.9948474
64000,0.93892735
68000,0.932858
72000,1.0209708
76000,0.89379203
80000,0.9387125
84000,0.932276
88000,0.8402377
92000,0.88120323
96000,0.8669652
100000,0.8969203
104000,1.2568581
108000,1.6939662
112000,1.3086587
116000,1.3685764
120000,1.2115564
124000,1.4672484
128000,1.3265742
132000,1.578213
136000,1.5422022
140000,1.5768147
144000,1.5002481
148000,1.6148698
152000,1.715005
156000,1.7020221
160000,1.8601527
164000,2.0168262
168000,2.0487828
172000,2.0812354
176000,2.3179529
180000,2.0454483
184000,1.9873327
188000,1.8982106
192000,2.0036113
196000,1.9380468
200000,1.8871481
204000,1.9037976
208000,1.707205
212000,1.7648561
216000,1.4672515
220000,1.3548573
224000,1.2708342
228000,1.3260465
232000,1.3764945
236000,1.3674409
240000,1.4138111
244000,1.3445069
248000,1.4143128
252000,1.2622027
256000,1.3773174
260000,1.5072715
264000,1.438266
268000,1.2153633
272000,1.2769194
276000,1.2861955
280000,1.3499773
284000,1.5109007
288000,1.5437623
292000,1.5138706
296000,1.7016468
300000,1.6841233
304000,1.5887275
308000,1.6330383
312000,1.3736771
316000,1.3759995
320000,1.4133072
324000,1.6028817
328000,1.5651207
332000,1.4346125
336000,1.4336088
340000,1.5324858
344000,1.4778931
348000,1.5895219
352000,1.5824878
356000,1.6461992
360000,1.6733434
364000,1.285032
368000,1.4164062
372000,1.5264182
376000,1.4892323
380000,1.453691
384000,1.498116
388000,1.7520229
392000,1.7676587
396000,1.8886335
400000,2.0892346
