episode,nc_last
1,0.89518386
2000,0.28108576
4000,0.22393517
6000,0.18282503
8000,0.173138
10000,0.07371627
12000,0.08393651
14000,0.109889954
16000,0.09877424
18000,0.16594027
20000,0.1663032
22000,0.07100165
24000,0.19024691
26000,0.18682438
28000,0.24104467
30000,0.20744732
32000,0.14675432
34000,0.1987976
36000,0.19834647
38000,0.2155068
40000,0.09816298
42000,0.14427786
44000,0.13947643
46000,0.17256434
48000,0.13573743
50000,0.10482247
52000,0.026064247
54000,0.08184089
56000,0.14066997
58000,0.15826078
60000,0.18286431
62000,0.12930572
64000,0.08466777
66000,0.11634897
68000,0.14330249
70000,0.13482587
72000,0.107038856
74000,0.14860672
76000,0.15642235
78000,0.17072707
80000,0.06527285
82000,0.06667562
84000,0.07926746
86000,0.06644997
88000,0.044967413
90000,0.026004568
92000,0.09410356
94000,0.07279372
96000,0.10986447
98000,0.07551518
100000,0.087634265
102000,0.105323136
104000,0.035889566
106000,0.02702126
108000,0.027261376
110000,0.059578747
112000,0.066034526
114000,0.06346801
116000,0.02748464
118000,0.08812484
120000,0.11026999
122000,0.10050768
124000,0.14443335
126000,0.12051506
128000,0.1068356
130000,0.11891067
132000,0.1133672
134000,0.124646634
136000,0.11868039
138000,0.1408892
140000,0.16163349
142000,0.18673895
144000,0.17320395
146000,0.1588762
148000,0.16752115
150000,0.14573956
152000,0.15031198
154000,0.1663853
156000,0.1410641
158000,0.18519138
160000,0.1813902
162000,0.15283978
164000,0.18343154
166000,0.17223847
168000,0.17479996
170000,0.18168244
172000,0.17753172
174000,0.20130616
176000,0.19513981
178000,0.19415222
180000,0.16434835
182000,0.17663494
184000,0.20960563
186000,0.21987805
188000,0.20835426
190000,0.20530352
192000,0.1918102
194000,0.18676637
196000,0.2159011
198000,0.20272255
200000,0.20158942
202000,0.20952666
204000,0.22876063
206000,0.24268244
208000,0.21004498
210000,0.22924605
212000,0.24321258
214000,0.25700995
216000,0.26072454
218000,0.25964502
220000,0.26958334
222000,0.27301824
224000,0.2630282
226000,0.27560586
228000,0.27217627
230000,0.27254838
232000,0.25930405
234000,0.26550466
236000,0.26938248
238000,0.28079495
240000,0.26682317
242000,0.26837808
244000,0.29097658
246000,0.28212237
248000,0.28220445
250000,0.28818545
252000,0.28698173
254000,0.28912002
256000,0.29131198
258000,0.29102033
260000,0.2908959
262000,0.29409567
264000,0.29069513
266000,0.28339222
268000,0.28627592
270000,0.2900924
272000,0.29181314
274000,0.29354858
276000,0.29093355
278000,0.28937292
280000,0.29787153
282000,0.297868
284000,0.29861128
286000,0.2857214
288000,0.28913647
290000,0.29581434
292000,0.30070445
294000,0.3022451
296000,0.2993762
298000,0.29804158
300000,0.30070314
302000,0.30391347
304000,0.30123144
306000,0.3027957
308000,0.30173057
310000,0.30234247
312000,0.29992205
314000,0.30633336
316000,0.3014302
318000,0.30501744
320000,0.30511513
322000,0.30556035
324000,0.30626455
326000,0.30688417
328000,0.3028519
330000,0.2945271
332000,0.28963503
334000,0.281478
336000,0.2751115
338000,0.26876763
340000,0.27568603
342000,0.28469774
344000,0.26416767
346000,0.27180284
348000,0.2577061
350000,0.25856873
352000,0.25541824
354000,0.25931042
356000,0.25784522
358000,0.25523818
360000,0.26137576
362000,0.26665822
364000,0.2666972
366000,0.26072258
368000,0.26672855
370000,0.2633065
372000,0.26251546
374000,0.25772288
376000,0.26465666
378000,0.2918108
380000,0.30155182
382000,0.30021232
384000,0.2972657
386000,0.28953287
388000,0.29109257
390000,0.2546639
392000,0.2365927
394000,0.23666179
396000,0.2382013
398000,0.23644787
400000,0.2510122
