episode,nc_last
1,0.94180965
2000,0.3259279
4000,0.12056567
6000,0.19524162
8000,0.22331986
10000,0.19768825
12000,0.14821672
14000,0.113179475
16000,0.29868382
18000,0.24081829
20000,0.12711787
22000,0.12099831
24000,0.13262665
26000,0.06858525
28000,0.05524139
30000,0.07646723
32000,0.117878705
34000,0.07652712
36000,0.1000001
38000,0.06434874
40000,0.032593295
42000,0.11947094
44000,0.061541706
46000,0.1592226
48000,0.0721076
50000,0.1539647
52000,0.01570402
54000,0.04733284
56000,0.1070137
58000,0.12455487
60000,0.09611753
62000,0.06701191
64000,0.08090043
66000,0.023373768
68000,0.085076585
70000,0.11294362
72000,0.10519625
74000,0.05504462
76000,0.085286334
78000,0.0461421
80000,0.04328525
82000,0.03951913
84000,0.086909875
86000,0.044265866
88000,0.04228066
90000,0.039216757
92000,0.041592613
94000,0.039783835
96000,0.039247647
98000,0.045822203
100000,0.09318051
102000,0.046190873
104000,0.058231115
106000,0.0661273
108000,0.05946064
110000,0.07284117
112000,0.05934277
114000,0.059615597
116000,0.063317135
118000,0.114967346
120000,0.07693918
122000,0.077399194
124000,0.08690943
126000,0.08670761
128000,0.095250845
130000,0.078329474
132000,0.09595221
134000,0.08420332
136000,0.08377041
138000,0.077471375
140000,0.07059802
142000,0.06868321
144000,0.062019423
146000,0.06426591
148000,0.07207705
150000,0.0763337
152000,0.0755917
154000,0.07483852
156000,0.07354033
158000,0.07097465
160000,0.07086897
162000,0.071057275
164000,0.06808226
166000,0.06685603
168000,0.06863189
170000,0.0634591
172000,0.06782669
174000,0.07112913
176000,0.07470083
178000,0.07488835
180000,0.072989404
182000,0.07505673
184000,0.07583028
186000,0.06733489
188000,0.06786467
190000,0.08375625
192000,0.08041626
194000,0.075199574
196000,0.07185231
198000,0.069432005
200000,0.07032548
202000,0.07338746
204000,0.0727455
206000,0.075117484
208000,0.07486738
210000,0.076166034
212000,0.08013506
214000,0.07400727
216000,0.075071365
218000,0.06616014
220000,0.059696525
222000,0.07152584
224000,0.06727767
226000,0.06676133
228000,0.056973517
230000,0.06530273
232000,0.053824604
234000,0.057312384
236000,0.059793264
238000,0.072691664
240000,0.079725936
242000,0.08168441
244000,0.08156438
246000,0.074524224
248000,0.074786425
250000,0.074450076
252000,0.0677477
254000,0.06902027
256000,0.06977837
258000,0.06722368
260000,0.069147766
262000,0.06869763
264000,0.06778246
266000,0.06349459
268000,0.06807716
270000,0.066141665
272000,0.06362061
274000,0.06663239
276000,0.06512545
278000,0.06057331
280000,0.06268042
282000,0.06343275
284000,0.06316632
286000,0.066682875
288000,0.065872595
290000,0.060922816
292000,0.06372367
294000,0.066894904
296000,0.06466633
298000,0.064361036
300000,0.06353867
302000,0.06387371
304000,0.062437475
306000,0.06748004
308000,0.06713778
310000,0.0665175
312000,0.065216675
314000,0.061779127
316000,0.06718308
318000,0.06561828
320000,0.06225346
322000,0.06416573
324000,0.062593326
326000,0.066541016
328000,0.066600844
330000,0.063103154
332000,0.06274822
334000,0.056384057
336000,0.05809158
338000,0.05688578
340000,0.059151784
342000,0.055006683
344000,0.070130765
346000,0.08410841
348000,0.06894757
350000,0.05628164
352000,0.055880055
354000,0.055916592
356000,0.057877287
358000,0.06209193
360000,0.05998975
362000,0.055801332
364000,0.05919844
366000,0.057097703
368000,0.057304144
370000,0.057516173
372000,0.057646573
374000,0.057555377
376000,0.058152243
378000,0.055127233
380000,0.05668944
382000,0.0651577
384000,0.059590966
386000,0.07621533
388000,0.0692562
390000,0.09196532
392000,0.103583395
394000,0.080445856
396000,0.08640021
398000,0.078030944
400000,0.07204999
