alg,episode,nc_last
adaptive,1,1.7033914140270863
adaptive,2000,1.8397175529577963
adaptive,4000,1.5677030808127244
adaptive,6000,1.6921805271127028
adaptive,8000,1.7208588057914183
adaptive,10000,1.4519681136033593
adaptive,12000,1.4036055726289642
adaptive,14000,1.4663507943651728
adaptive,16000,1.4891577148728374
adaptive,18000,1.5566728261814546
adaptive,20000,1.516742451783788
adaptive,22000,1.5130816224246875
adaptive,24000,1.4887941078011444
adaptive,26000,1.4738908533310708
adaptive,28000,1.4456350890113234
adaptive,30000,1.4807170270100636
adaptive,32000,1.4793457586878116
adaptive,34000,1.510222937843257
adaptive,36000,1.495528059982505
adaptive,38000,1.4888226506075037
adaptive,40000,1.4876311202209402
adaptive,42000,1.546496257741938
adaptive,44000,1.5080186936590272
adaptive,46000,1.4936345720720121
adaptive,48000,1.4870578788053275
adaptive,50000,1.4697946619399707
adaptive,52000,1.5020014185263308
adaptive,54000,1.4743429645637418
adaptive,56000,1.4704440206508287
adaptive,58000,1.4669546461197327
adaptive,60000,1.4771872736737373
adaptive,62000,1.4435954306305208
adaptive,64000,1.450350443503768
adaptive,66000,1.454988047295755
adaptive,68000,1.4327827379006535
adaptive,70000,1.4012049807835045
adaptive,72000,1.3995634067415321
adaptive,74000,1.4230925802046843
adaptive,76000,1.4303724056668385
adaptive,78000,1.421419447961512
adaptive,80000,1.4042856961328534
adaptive,82000,1.4080064831917811
adaptive,84000,1.3830068559491462
adaptive,86000,1.3814466242509453
adaptive,88000,1.3447324615738125
adaptive,90000,1.3661218834693734
adaptive,92000,1.3713414166563787
adaptive,94000,1.3950172491306594
adaptive,96000,1.5250132967959606
adaptive,98000,1.4755096882172645
adaptive,100000,1.471211796964977
