episode,exp
1,2.3572145807499547
20000,1.439712518269281
40000,1.0641356536959705
60000,0.8472683427175778
80000,0.6982297148526653
100000,0.6047781626232227
120000,0.5644109001997433
140000,0.5104240512111342
160000,0.4650401700248277
180000,0.4603962043805473
200000,0.47131861646642165
220000,0.469308989201045
240000,0.46114105806708594
260000,0.47790498238976453
280000,0.4748772596864076
300000,0.49292919943451585
320000,0.501396445011808
340000,0.48419049948793985
360000,0.49054295497839684
380000,0.5020083461949184
400000,0.4827495873399026
420000,0.4955851273388803
440000,0.4985343935538505
460000,0.4843334602639207
480000,0.5075573271191556
500000,0.518024023196417
520000,0.5265545690574231
540000,0.5240940446987793
560000,0.5167317107328674
580000,0.5129206317748092
600000,0.5186382372823714
620000,0.5250297673368919
640000,0.5307358619371692
660000,0.5244428191574303
680000,0.5279746883752856
700000,0.5313951229747914
720000,0.5229239788358017
740000,0.5334374714762953
760000,0.5409554999452781
780000,0.5440716155636227
800000,0.5544976148188288
820000,0.5701319261037813
840000,0.5771293425239121
860000,0.5683461684300679
880000,0.5767585870880665
900000,0.5658146924601852
920000,0.5707146475579868
940000,0.597512129057453
960000,0.5682573353836545
980000,0.5747019601261556
1000000,0.5780797776704749
