episode,exp
1,0.45833333333333326
20000,0.04627453938850476
40000,0.014875215932877134
60000,0.02338567279181425
80000,0.0259292969124493
100000,0.009010791056422635
120000,0.006792737102749802
140000,0.004640043859467952
160000,0.005914677731061663
180000,0.0032617395132220894
200000,0.01013252379547483
220000,0.030798797540284417
240000,0.020092446546513765
260000,0.007983922070798677
280000,0.007835157904074852
300000,0.011040801856047971
320000,0.00595405669008478
340000,0.01011933554054889
360000,0.006114661645072711
380000,0.007184740392409322
400000,0.010169973571429264
420000,0.011093710586440209
440000,0.006455551509364138
460000,0.010847734446702034
480000,0.008667953006272988
500000,0.01087771269523638
520000,0.004702177055118856
540000,0.0034889518249086315
560000,0.0020887837249438934
580000,0.00956527254508191
600000,0.005377199596872301
620000,0.004323154049938077
640000,0.0017474666810595452
660000,0.006644585800749642
680000,0.006332185887315656
700000,0.0076009810451015125
720000,0.008913745058110406
740000,0.0033601222522335605
760000,0.004174213949622058
780000,0.004040726262451805
800000,0.006343637233016369
820000,0.003271841815307097
840000,0.003181805655222969
860000,0.0037776479411930075
880000,0.00679302075726293
900000,0.008460673407113373
920000,0.009146989880580714
940000,0.011148314022501826
960000,0.012386415261937733
980000,0.014773833187380764
1000000,0.011221896325270792
