episode,exp
1,2.3572791771308927
20000,0.7460916421083319
40000,0.5472640044246293
60000,0.5153784625952115
80000,0.39002363396631984
100000,0.38850306471095203
120000,0.37182857795423796
140000,0.34903398248218204
160000,0.37525366631863466
180000,0.36953410282957283
200000,0.4134711662192267
220000,0.380603540868817
240000,0.3489992216825208
260000,0.3998338253738267
280000,0.3171110279121137
300000,0.41295152746848895
320000,0.35835638488697547
340000,0.2944489830720389
360000,0.29777532954182895
380000,0.3322538021138368
400000,0.29701516574447456
420000,0.2757337859691795
440000,0.3041475372736636
460000,0.2893403093569097
480000,0.27785580895703027
500000,0.30667873130716755
520000,0.3114927994730841
540000,0.30416428603427925
560000,0.30072099045358036
580000,0.3172211595495464
600000,0.3056119592389514
620000,0.31187476143960713
640000,0.3125577400722622
660000,0.31280978083420735
680000,0.2987060056032794
700000,0.3112674513659448
720000,0.3120866021496372
740000,0.3216320395040634
760000,0.33536509338399734
780000,0.323282573549411
800000,0.3253450699489667
820000,0.31618804636944947
840000,0.3277569550932302
860000,0.3152204602886333
880000,0.3326355969419323
900000,0.3361615009200268
920000,0.34134021938252834
940000,0.38698006649315075
960000,0.3849579863421945
980000,0.3284333284514531
1000000,0.3415195925655753
