episode,exp
1,2.373611111111111
20000,1.6189799819746313
40000,1.2350800104022235
60000,0.9480231445410141
80000,0.7088604254057782
100000,0.7553631859483884
120000,0.8350465555075011
140000,0.8709492902635914
160000,0.8473255550099439
180000,0.8447821570668571
200000,0.829530167573593
220000,0.8354691525493576
240000,0.8492928514389619
260000,0.8317826198470133
280000,0.7961543323106853
300000,0.8167905058971046
320000,0.781647997626339
340000,0.7483129642153065
360000,0.7239310759097459
380000,0.6725501445970767
400000,0.6361159836508221
420000,0.5903357002798091
440000,0.5866737395951627
460000,0.571990615770049
480000,0.5526357780802595
500000,0.5347398807677444
520000,0.5410072852880282
540000,0.5423889400018738
560000,0.5487796706624818
580000,0.553410467518534
600000,0.5550244957561272
620000,0.553957157708867
640000,0.5659041086879043
660000,0.555336147056036
680000,0.5692295326784356
700000,0.5717653141984878
720000,0.5646968580582029
740000,0.5655478896261779
760000,0.5739117065761659
780000,0.574653351985815
800000,0.5756259527195566
820000,0.567475530191169
840000,0.5637124298513982
860000,0.5545351354592221
880000,0.5647863871546439
900000,0.5612557270127505
920000,0.5641352239595858
940000,0.5651016835768069
960000,0.5619245625603253
980000,0.5642472027203287
1000000,0.5609332324076093
