episode,exp
1,2.397761339954602
20000,0.7330262201676188
40000,0.4804770207748885
60000,0.4123435120352208
80000,0.3915548262678353
100000,0.3471776773201762
120000,0.38130258072810613
140000,0.44781469258602663
160000,0.37133803833332124
180000,0.4524756317270926
200000,0.40714188315049926
220000,0.3944904922910005
240000,0.3438755303378056
260000,0.30194463514153574
280000,0.3342967856934965
300000,0.32541592392308843
320000,0.3093701561478389
340000,0.24352679268782051
360000,0.2897122528261897
380000,0.3335070653788988
400000,0.3276411806788748
420000,0.31355996275952025
440000,0.2899607346865649
460000,0.30913656113655164
480000,0.33000593206979634
500000,0.3459099513499112
520000,0.3496941352057332
540000,0.35911731401723723
560000,0.3748921797777949
580000,0.3629462618280597
600000,0.3419700567054087
620000,0.4002619745035695
640000,0.413669961120254
660000,0.41820205563953294
680000,0.39709981667485295
700000,0.4093448523325983
720000,0.4327468899379795
740000,0.4137041304757358
760000,0.4468418319821554
780000,0.4480811934260164
800000,0.48221962237127025
820000,0.5471862321130804
840000,0.5066650745279392
860000,0.464956092536654
880000,0.4448870152803993
900000,0.502636273439672
920000,0.5230882912769377
940000,0.475054990230414
960000,0.4684215351414759
980000,0.4772395977476922
1000000,0.5259538762131776
