episode,exp
1,0.4405611879642426
20000,0.03861557130565646
40000,0.02576526784668426
60000,0.014096129033996069
80000,0.035541555657642054
100000,0.02131839109384498
120000,0.013969128302060346
140000,0.0074163240868743985
160000,0.010018323185760514
180000,0.024618852483687226
200000,0.009063602743846821
220000,0.016980969740365226
240000,0.011047004448761888
260000,0.013282257266728548
280000,0.004780339126395333
300000,0.010840144068556101
320000,0.018767551217560074
340000,0.018016486036481205
360000,0.013231809006990836
380000,0.005756930795653481
400000,0.007247403139172631
420000,0.005571560804483899
440000,0.006567661009841991
460000,0.022569408699434357
480000,0.014267008701783213
500000,0.007160394325524039
520000,0.006580069059258037
540000,0.007519416783969002
560000,0.013569407156791669
580000,0.00532633314511799
600000,0.006953874155365913
620000,0.004791577030772126
640000,0.004362075112145036
660000,0.008095955991484577
680000,0.008518650771421193
700000,0.008181636950908705
720000,0.010025854303980952
740000,0.008246456330267993
760000,0.009715356306996659
780000,0.017459836746795854
800000,0.00899560071902239
820000,0.010522786297918585
840000,0.003422808739940636
860000,0.005021960785327878
880000,0.005704439533526978
900000,0.010401965456786288
920000,0.011863131477025557
940000,0.00680590812093404
960000,0.006773060607397741
980000,0.004949354486740609
1000000,0.00554306287766218
