episode,exp
1,2.367456647073854
20000,0.7451041901628466
40000,0.4731223693927349
60000,0.41820093937517844
80000,0.36931234551289904
100000,0.3511088152678722
120000,0.32212727680838027
140000,0.29915338074377507
160000,0.3339935580452005
180000,0.35984237442422146
200000,0.365912266864501
220000,0.40766089899458846
240000,0.32010201755837187
260000,0.3181622783739554
280000,0.3513047101839266
300000,0.3090699933804017
320000,0.31315834471888015
340000,0.3386117302320002
360000,0.3236060089125235
380000,0.3325115405267119
400000,0.2788423106118254
420000,0.32078871180206303
440000,0.2746329456358428
460000,0.30307604182351555
480000,0.274203826328521
500000,0.29918195076506937
520000,0.2982232019517106
540000,0.3183821664784797
560000,0.31377943662033636
580000,0.3304973836924409
600000,0.346106821742229
620000,0.36146741785059794
640000,0.343648949766173
660000,0.36531606445985776
680000,0.34474608017884945
700000,0.3174507341773416
720000,0.3626221993246985
740000,0.3699480372303989
760000,0.36105107712672524
780000,0.3733700363532802
800000,0.38766849382854396
820000,0.3327347728779263
840000,0.3625124069495118
860000,0.3383657596583194
880000,0.3570788333106786
900000,0.35979541094085965
920000,0.3963831876896097
940000,0.3676589500583294
960000,0.3895327101077064
980000,0.39801103068596877
1000000,0.3689769010645348
