episode,exp
1,0.4462008965550143
20000,0.01670512848513364
40000,0.05962807519461008
60000,0.024704266392043067
80000,0.018311100088831606
100000,0.01758776210267196
120000,0.010800308672141379
140000,0.0038965101205093167
160000,0.011321977993303645
180000,0.013533631354016196
200000,0.016858065956235263
220000,0.009630889349933808
240000,0.010840005094269162
260000,0.006315616708805344
280000,0.0159162199865453
300000,0.016274767216832048
320000,0.005049762409937347
340000,0.006144714451673972
360000,0.006765974452718482
380000,0.005922782848894137
400000,0.008511223597484241
420000,0.5814439062381899
440000,0.532111995910211
460000,0.5003579171926866
480000,0.48588028643970654
500000,0.47352634716612296
520000,0.48266896005012855
540000,0.4910538495095232
560000,0.49376437016552455
580000,0.4942381240485297
600000,0.4947209923081857
620000,0.49445871593651897
640000,0.49463840900075307
660000,0.4955519854746124
680000,0.4959563169652924
700000,0.49625697985201433
720000,0.49626319852565987
740000,0.4962384699520936
760000,0.4963596899109528
780000,0.49710118352395094
800000,0.49760518114085095
820000,0.4978990197924385
840000,0.49801541672292754
860000,0.4980178935923116
880000,0.49813930340954515
900000,0.4983115732585025
920000,0.49864568213670957
940000,0.49875124549369054
960000,0.49883435217812566
980000,0.4989061540835022
1000000,0.49905746123651684
